lat,lon,alt,temp,dist,vel
-24,267979;-46,959133;6,000000;2284;6,159371;22,173735
-24,268026;-46,959091;7,000000;2285;6,749012;24,296446
-24,268082;-46,959057;7,000000;2286;7,160038;25,776136
-24,268145;-46,959019;8,000000;2287;7,993207;14,387773
-24,268286;-46,958916;7,000000;2289;9,497155;34,189758
-24,268362;-46,958858;7,000000;2290;10,377836;37,360210
-24,268448;-46,958836;7,000000;2291;9,800894;35,283218
-24,268530;-46,958820;7,000000;2292;9,221104;33,195972
-24,268602;-46,958794;8,000000;2293;8,623807;31,045706
-24,268658;-46,958740;8,000000;2294;8,223955;29,606239
-24,268686;-46,958672;8,000000;2295;7,641348;27,508852
-24,268703;-46,958599;8,000000;2296;7,515813;27,056927
-24,268719;-46,958527;8,000000;2297;7,470684;26,894461
-24,268744;-46,958469;8,000000;2298;6,460212;23,256762
-24,268778;-46,958408;8,000000;2299;7,299117;26,276821
-24,268822;-46,958359;7,000000;2300;6,919883;24,911577
-24,268866;-46,958309;7,000000;2301;7,166962;25,801062
-24,268908;-46,958263;7,000000;2302;6,406948;23,065014
-24,268950;-46,958221;7,000000;2303;6,542741;23,553867
-24,268986;-46,958187;7,000000;2304;5,281291;19,012646
-24,269028;-46,958145;7,000000;2305;6,309083;22,712700
-24,269064;-46,958107;7,000000;2306;5,515162;19,854584
-24,269100;-46,958069;7,000000;2307;5,515162;19,854584
-24,269140;-46,958031;7,000000;2308;5,939495;21,382183
-24,269184;-46,957985;7,000000;2309;6,785635;24,428286
-24,269226;-46,957935;6,000000;2310;6,785657;24,428368
-24,269274;-46,957886;7,000000;2311;7,433190;26,759483
-24,269333;-46,957829;6,000000;2312;8,737558;31,455210
-24,269396;-46,957767;7,000000;2313;9,167175;33,001831
-24,269466;-46,957706;8,000000;2314;10,123166;36,443398
-24,269547;-46,957642;8,000000;2315;11,089031;39,920513
-24,269703;-46,957493;9,000000;2317;12,710024;45,756084
-24,269781;-46,957409;9,000000;2318;12,057938;43,408577
-24,269859;-46,957329;8,000000;2319;12,057950;43,408619
-24,269934;-46,957249;8,000000;2320;11,407310;41,066319
-24,270073;-46,957111;9,000000;2322;10,380023;37,368084
-24,270132;-46,957054;9,000000;2323;8,508515;30,630655
-24,270187;-46,957001;10,000000;2324;8,365307;30,115105
-24,270243;-46,956944;10,000000;2325;8,460688;15,229238
-24,270344;-46,956829;10,000000;2327;7,812325;28,124369
